Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_MSA,ORG_US_007_001,ORG_US_007_002,ORG_US_007_003,ORG_US_007_004,ORG_US_Unemployment_027_001,ORG_US_Unemployment_027_002,ORG_US_Unemployment_027_003,ORG_US_Unemployment_027_004,ORG_US_Unemployment_020_001,ORG_US_Unemployment_020_002,ORG_US_Unemployment_020_003,ORG_US_Unemployment_020_004,ORG_US_035_001,ORG_US_035_002,ORG_US_035_003,ORG_US_035_004,ORG_US_006_001,ORG_US_006_002,ORG_US_006_003,ORG_US_006_004,ORG_US_Unemployment_026_001,ORG_US_Unemployment_026_002,ORG_US_Unemployment_026_003,ORG_US_Unemployment_026_004,ORG_US_Unemployment_019_001,ORG_US_Unemployment_019_002,ORG_US_Unemployment_019_003,ORG_US_Unemployment_019_004,ORG_US_036_001,ORG_US_036_002,ORG_US_036_003,ORG_US_036_004,ORG_US_005_001,ORG_US_005_002,ORG_US_005_003,ORG_US_005_004,ORG_US_Unemployment_025_001,ORG_US_Unemployment_025_002,ORG_US_Unemployment_025_003,ORG_US_Unemployment_025_004,ORG_US_Unemployment_018_001,ORG_US_Unemployment_018_002,ORG_US_Unemployment_018_003,ORG_US_Unemployment_018_004,ORG_US_037_001,ORG_US_037_002,ORG_US_037_003,ORG_US_037_004,ORG_US_004_001,ORG_US_004_002,ORG_US_004_003,ORG_US_004_004,ORG_US_Unemployment_024_001,ORG_US_Unemployment_024_002,ORG_US_Unemployment_024_003,ORG_US_Unemployment_024_004,ORG_US_Unemployment_017_001,ORG_US_Unemployment_017_002,ORG_US_Unemployment_017_003,ORG_US_Unemployment_017_004,ORG_US_038_001,ORG_US_038_002,ORG_US_038_003,ORG_US_038_004,ORG_US_003_001,ORG_US_003_002,ORG_US_003_003,ORG_US_003_004,ORG_US_Unemployment_023_001,ORG_US_Unemployment_023_002,ORG_US_Unemployment_023_003,ORG_US_Unemployment_023_004,ORG_US_Unemployment_016_001,ORG_US_Unemployment_016_002,ORG_US_Unemployment_016_003,ORG_US_Unemployment_016_004,ORG_US_039_001,ORG_US_039_002,ORG_US_039_003,ORG_US_039_004,ORG_US_002_001,ORG_US_002_002,ORG_US_002_003,ORG_US_002_004,ORG_US_Unemployment_022_001,ORG_US_Unemployment_022_002,ORG_US_Unemployment_022_003,ORG_US_Unemployment_022_004,ORG_US_Unemployment_015_001,ORG_US_Unemployment_015_002,ORG_US_Unemployment_015_003,ORG_US_Unemployment_015_004,ORG_US_040_001,ORG_US_040_002,ORG_US_040_003,ORG_US_040_004,ORG_US_001_001,ORG_US_001_002,ORG_US_001_003,ORG_US_001_004,ORG_US_Unemployment_021_001,ORG_US_Unemployment_021_002,ORG_US_Unemployment_021_003,ORG_US_Unemployment_021_004,ORG_US_Unemployment_014_001,ORG_US_Unemployment_014_002,ORG_US_Unemployment_014_003,ORG_US_Unemployment_014_004,ORG_US_041_001,ORG_US_041_002,ORG_US_041_003,ORG_US_041_004,ORG_US_Unemployment_013_001,ORG_US_Unemployment_013_002,ORG_US_Unemployment_013_003,ORG_US_Unemployment_013_004,ORG_US_006_001,ORG_US_006_002,ORG_US_006_003,ORG_US_006_004,ORG_US_007_001,ORG_US_007_002,ORG_US_007_003,ORG_US_007_004,ORG_US_047_001,ORG_US_047_002,ORG_US_047_003,ORG_US_047_004,ORG_US_Unemployment_012_001,ORG_US_Unemployment_012_002,ORG_US_Unemployment_012_003,ORG_US_Unemployment_012_004,ORG_US_005_001,ORG_US_005_002,ORG_US_005_003,ORG_US_005_004,ORG_US_006_001,ORG_US_006_002,ORG_US_006_003,ORG_US_006_004,ORG_US_046_001,ORG_US_046_002,ORG_US_046_003,ORG_US_046_004,ORG_US_Unemployment_011_001,ORG_US_Unemployment_011_002,ORG_US_Unemployment_011_003,ORG_US_Unemployment_011_004,ORG_US_004_001,ORG_US_004_002,ORG_US_004_003,ORG_US_004_004,ORG_US_005_001,ORG_US_005_002,ORG_US_005_003,ORG_US_005_004,ORG_US_045_001,ORG_US_045_002,ORG_US_045_003,ORG_US_045_004,ORG_US_Unemployment_010_001,ORG_US_Unemployment_010_002,ORG_US_Unemployment_010_003,ORG_US_Unemployment_010_004,ORG_US_003_001,ORG_US_003_002,ORG_US_003_003,ORG_US_003_004,ORG_US_004_001,ORG_US_004_002,ORG_US_004_003,ORG_US_004_004,ORG_US_044_001,ORG_US_044_002,ORG_US_044_003,ORG_US_044_004,ORG_US_Unemployment_009_001,ORG_US_Unemployment_009_002,ORG_US_Unemployment_009_003,ORG_US_Unemployment_009_004,ORG_US_002_001,ORG_US_002_002,ORG_US_002_003,ORG_US_002_004,ORG_US_003_001,ORG_US_003_002,ORG_US_003_003,ORG_US_003_004,ORG_US_043_001,ORG_US_043_002,ORG_US_043_003,ORG_US_043_004,ORG_US_Unemployment_008_001,ORG_US_Unemployment_008_002,ORG_US_Unemployment_008_003,ORG_US_Unemployment_008_004,ORG_US_001_001,ORG_US_001_002,ORG_US_001_003,ORG_US_001_004,ORG_US_002_001,ORG_US_002_002,ORG_US_002_003,ORG_US_002_004,ORG_US_042_001,ORG_US_042_002,ORG_US_042_003,ORG_US_042_004
"01","Alabama","Alabama","00","01",,,2227052,2151138,75914,3.4087214847251,2236999,2054679,182320,8.15020480563469,-9947,96459,-106406,-4.74148332090959,-0.444658222913823,4.69460193052053,-58.3622202720492,-58.1762475175046,2201287,2119807,81480,3.70147100309955,2201449,2026635,174814,7.94086076942959,-162,93172,-93334,-4.23938976633004,-0.00735878959721529,4.59737446555497,-53.3904607182491,-53.3870305679036,2208782,2145339,63443,2.8723069999665,2235610,2030675,204935,9.16684931629399,-26828,114664,-141492,-6.29454231632749,-1.20003041675426,5.64659534391274,-69.0423792909947,-68.6663661541703,2222793,2157704,65089,2.92825287824822,2196345,1905740,290605,13.2313001828037,26448,251964,-225516,-10.3030473045555,1.20418240303777,13.2213208517426,-77.6022435952582,-77.8687442821834,2213952,2138164,75788,3.42319978030237,2227107,2160065,67042,3.01027296847435,-13155,-21901,8746,0.412926811828025,-0.590676604222429,-1.0139046741649,13.0455535336058,13.7172547523922,2228558,2145171,83387,3.74174690539802,2230955,2166739,64216,2.87840857390669,-2397,-21568,19171,0.86333833149133,-0.107442776748074,-0.995412922368592,29.8539304846144,29.9935992172082,2228909,2138692,90217,4.04758561251267,2226904,2154610,72294,3.24639050448515,2005,-15918,17923,0.801195108027518,0.0900353136013048,-0.738787994114944,24.7918222812405,24.6795666424173,25765,31331,-5566,-0.292749518374452,2201287,2119807,81480,3.70147100309955,2227052,2151138,75914,3.4087214847251,1.17045164942145,1.47801191334872,-6.83112420225822,-7.90900477483975,-7495,-25532,18037,0.829164003133053,2208782,2145339,63443,2.8723069999665,2201287,2119807,81480,3.70147100309955,-0.339327285354553,-1.19011494220727,28.4302444714153,28.8675271530071,-14011,-12365,-1646,-0.055945878281725,2222793,2157704,65089,2.92825287824822,2208782,2145339,63443,2.8723069999665,-0.630333098943536,-0.573062848286883,-2.5288451197591,-1.91055488060149,8841,19540,-10699,-0.494946902054151,2213952,2138164,75788,3.42319978030237,2222793,2157704,65089,2.92825287824822,0.399331150810858,0.913868159785685,-14.1170106085396,-14.4586040494088,-14606,-7007,-7599,-0.318547125095646,2228558,2145171,83387,3.74174690539802,2213952,2138164,75788,3.42319978030237,-0.65540138511091,-0.326640626784531,-9.11293127226067,-8.51332634594006,-351,6479,-6830,-0.305838707114649,2228909,2138692,90217,4.04758561251267,2228558,2145171,83387,3.74174690539802,-0.015747614640167,0.302942172131377,-7.57063524612878,-7.55607753346049
"02","Alaska","Alaska","00","02",,,355855,334833,21022,5.90746230908657,351839,313743,38096,10.8276797057745,4016,21090,-17074,-4.92021739668795,1.14143116595943,6.72206232489649,-44.8183536329273,-45.4411058545068,354816,331721,23095,6.50900748556999,350800,307580,43220,12.3204104903079,4016,24141,-20125,-5.81140300473788,1.14481185860889,7.8486897717667,-46.5640906987506,-47.1689073128655,350681,328106,22575,6.43747451387443,334105,292151,41954,12.5571302434863,16576,35955,-19379,-6.1196557296119,4.96131455680101,12.3069919322542,-46.1910664060638,-48.7345086890876,348396,323972,24424,7.01041343758252,334391,288432,45959,13.7440900024223,14005,35540,-21535,-6.73367656483979,4.18821080710904,12.3217950851501,-46.8569812223939,-48.9932513804335,344972,319484,25488,7.38842572730541,340654,320701,19953,5.85726279450704,4318,-1217,5535,1.53116293279837,1.26756180758189,-0.379481198998444,27.7401894451962,26.141270872024,346482,321974,24508,7.07338332150011,338950,319054,19896,5.86989231450066,7532,2920,4612,1.20349100699944,2.22215666027438,0.915205576485485,23.1805388017692,20.5027782882218,349098,324998,24100,6.90350560587571,339442,317139,22303,6.57048921465228,9656,7859,1797,0.333016391223431,2.84466860317816,2.47809320203444,8.05721203425548,5.0683652365002,1039,3112,-2073,-0.60154517648342,354816,331721,23095,6.50900748556999,355855,334833,21022,5.90746230908657,0.292827831890332,0.938137772405124,-8.97596882442087,-9.24173428617194,4135,3615,520,0.071532971695552,350681,328106,22575,6.43747451387443,354816,331721,23095,6.50900748556999,1.17913431295109,1.10177808391191,2.30343300110742,1.11119619256557,2285,4134,-1849,-0.572938923708088,348396,323972,24424,7.01041343758252,350681,328106,22575,6.43747451387443,0.655862868689652,1.27603620065932,-7.57042253521127,-8.17268380544559,3424,4488,-1064,-0.378012289722883,344972,319484,25488,7.38842572730541,348396,323972,24424,7.01041343758252,0.992544322437763,1.40476518385897,-4.17451349654739,-5.11627650699476,-1510,-2490,980,0.315042405805298,346482,321974,24508,7.07338332150011,344972,319484,25488,7.38842572730541,-0.435809075218915,-0.773354370228652,3.99869430390077,4.45391394027384,-2616,-3024,408,0.169877715624394,349098,324998,24100,6.90350560587571,346482,321974,24508,7.07338332150011,-0.749359778629497,-0.930467264413935,1.69294605809129,2.4607456750641
"04","Arizona","Arizona","00","04",,,3645692,3411020,234672,6.43696724791891,3563643,3173967,389676,10.9347653510747,82049,237053,-155004,-4.49779810315582,2.30239112054715,7.46866618335982,-39.7776614418132,-41.1330097971764,3656599,3390733,265866,7.27085469311784,3511432,3149825,361607,10.2979923860123,145167,240908,-95741,-3.02713769289448,4.13412533689959,7.64829792131309,-26.4765339166554,-29.3954159162733,3628009,3384625,243384,6.70847288416319,3541207,3230743,310464,8.76718022979171,86802,153882,-67080,-2.05870734562852,2.45119813668052,4.76305295716806,-21.6063698206555,-23.481978146552,3609550,3376558,232992,6.45487664667341,3534896,3070773,464123,13.1297497861323,74654,305785,-231131,-6.67487313945891,2.11191503229515,9.95791613382038,-49.7995143528763,-50.8377786948304,3599368,3367542,231826,6.44074181911936,3588452,3368002,220450,6.1433175084967,10916,-460,11376,0.297424310622658,0.304198021876843,-0.0136579491342345,5.16035382172828,4.84142827082104,3590241,3336406,253835,7.07013818849487,3633323,3475065,158258,4.35573715851852,-43082,-138659,95577,2.71440102997634,-1.18574649157259,-3.99011241516346,60.3931554802917,62.3178334961692,3572897,3325993,246904,6.91047069087074,3616271,3448584,167687,4.63701420607029,-43374,-122591,79217,2.27345648480046,-1.19941232280435,-3.55482134116495,47.2409906552088,49.0284563248542,-10907,20287,-31194,-0.833887445198926,3656599,3390733,265866,7.27085469311784,3645692,3411020,234672,6.43696724791891,-0.298282639140907,0.598307209680031,-11.7329782672474,-11.4689053817598,28590,6108,22482,0.562381808954652,3628009,3384625,243384,6.70847288416319,3656599,3390733,265866,7.27085469311784,0.788035531334128,0.180463123684308,9.23725470860862,8.38315692208098,18459,8067,10392,0.25359623748978,3609550,3376558,232992,6.45487664667341,3628009,3384625,243384,6.70847288416319,0.511393386987298,0.238911933394895,4.46023897816234,3.92875420199507,10182,9016,1166,0.0141348275540505,3599368,3367542,231826,6.44074181911936,3609550,3376558,232992,6.45487664667341,0.28288299501468,0.267732369781877,0.502963429468653,0.21945962050662,9127,31136,-22009,-0.62939636937551,3590241,3336406,253835,7.07013818849487,3599368,3367542,231826,6.44074181911936,0.254216917471557,0.933219758027051,-8.67059310181811,-8.90217917380622,17344,10413,6931,0.159667497624126,3572897,3325993,246904,6.91047069087074,3590241,3336406,253835,7.07013818849487,0.485432409610465,0.313079432217687,2.80716391796002,2.31051551719999
"05","Arkansas","Arkansas","00","05",,,1369784,1306833,62951,4.59568807928841,1322763,1223772,98991,7.4836535343066,47021,83061,-36040,-2.88796545501819,3.5547562186121,6.78729371157372,-36.4073501631461,-38.590314767769,1378505,1309205,69300,5.02718524778655,1331795,1220685,111110,8.34287559271509,46710,88520,-41810,-3.31569034492854,3.50729654338693,7.25166607273785,-37.6293762937629,-39.7427758340753,1367710,1306243,61467,4.49415446256882,1349500,1222416,127084,9.41711745090774,18210,83827,-65617,-4.92296298833892,1.34938866246758,6.85748550411644,-51.6327783198514,-52.2767504387915,1367131,1308597,58534,4.28152093691095,1309018,1174338,134680,10.2886285750081,58113,134259,-76146,-6.00710763809719,4.43943475185215,11.4327391262141,-56.5384615384615,-58.3858926804775,1359037,1294408,64629,4.75549966630783,1378024,1311081,66943,4.85789797565209,-18987,-16673,-2314,-0.102398309344259,-1.37784247589302,-1.27169869748704,-3.45667209416967,-2.10787278484401,1353170,1281137,72033,5.32327793255836,1363395,1309675,53720,3.94016407570807,-10225,-28538,18313,1.3831138568503,-0.749966077329021,-2.17901387748869,34.0897244973939,35.1029507978483,1349498,1280579,68919,5.10701016229739,1350709,1295195,55514,4.10998964247665,-1211,-14616,13405,0.997020519820732,-0.0896566173765038,-1.12847872328105,24.1470620023778,24.258467941538,-8721,-2372,-6349,-0.431497168498138,1378505,1309205,69300,5.02718524778655,1369784,1306833,62951,4.59568807928841,-0.632641883779892,-0.181178654221455,-9.16161616161616,-8.58327567475507,10795,2962,7833,0.533030785217732,1367710,1306243,61467,4.49415446256882,1378505,1309205,69300,5.02718524778655,0.789275504310124,0.226757196019424,12.7434233003075,11.860535494658,579,-2354,2933,0.212633525657872,1367131,1308597,58534,4.28152093691095,1367710,1306243,61467,4.49415446256882,0.0423514644902354,-0.179887314429118,5.01076297536475,4.9663082066179,8094,14189,-6095,-0.473978729396887,1359037,1294408,64629,4.75549966630783,1367131,1308597,58534,4.28152093691095,0.595568774065754,1.09617678506313,-9.43075090129818,-9.96695957640311,5867,13271,-7404,-0.567778266250529,1353170,1281137,72033,5.32327793255836,1359037,1294408,64629,4.75549966630783,0.433574495444031,1.03587672512776,-10.2786222981134,-10.6659519462223,3672,558,3114,0.216267770260976,1349498,1280579,68919,5.10701016229739,1353170,1281137,72033,5.32327793255836,0.272101181328168,0.0435740395555448,4.51834762547338,4.23472371090188
"06","California","California","00","06",,,19164569,17659073,1505496,7.85562148566973,18885232,16294205,2591027,13.719857929201,279337,1364868,-1085531,-5.86423644353125,1.47912930060907,8.37640130340817,-41.8957810937516,-42.7426907318768,19003602,17479045,1524557,8.02246332037474,18928358,16076211,2852147,15.0681163152134,75244,1402834,-1327590,-7.04565299483866,0.397519953923103,8.72614821987594,-46.5470398264886,-46.7586846786222,18946172,17523468,1422704,7.5091897191686,18423389,15473944,2949445,16.0092423820612,522783,2049524,-1526741,-8.5000526628926,2.8376049596521,13.2450007574023,-51.7636707923016,-53.0946590727937,18813979,17292442,1521537,8.08726851454442,18518272,15524481,2993791,16.1666866109322,295707,1767961,-1472254,-8.07941809638774,1.59683905712153,11.3882132355987,-49.176913151252,-49.9757203861694,18911297,17361455,1549842,8.19532367346354,19192117,18085711,1106406,5.76489816105227,-280820,-724256,443436,2.43042551241127,-1.46320491897793,-4.00457576702403,40.0789583570588,42.1590363699962,19020742,17422205,1598537,8.4041779232377,19528485,18686124,842361,4.31349897342267,-507743,-1263919,756176,4.09067894981503,-2.60001223853258,-6.76394419730919,89.76863838663,94.8343554738152,18621936,16901741,1720195,9.23746596487068,19477354,18637367,839987,4.31263404669854,-855418,-1735626,880208,4.92483191817214,-4.39185938706048,-9.31261373991294,104.788288390177,114.195451430484,160967,180028,-19061,-0.16684183470501,19003602,17479045,1524557,8.02246332037474,19164569,17659073,1505496,7.85562148566973,0.847034156998236,1.02996473777601,-1.2502648310296,-2.07968335961449,57430,-44423,101853,0.513273601206136,18946172,17523468,1422704,7.5091897191686,19003602,17479045,1524557,8.02246332037474,0.303121918242904,-0.253505755824133,7.15911391266209,6.83527278443785,132193,231026,-98833,-0.578078795375824,18813979,17292442,1521537,8.08726851454442,18946172,17523468,1422704,7.5091897191686,0.702631803724241,1.33599407186099,-6.49560280164071,-7.14801041088456,-97318,-69013,-28305,-0.108055158919115,18911297,17361455,1549842,8.19532367346354,18813979,17292442,1521537,8.08726851454442,-0.514602462221391,-0.397507006181222,-1.82631519858153,-1.31849775828863,-109445,-60750,-48695,-0.208854249774156,19020742,17422205,1598537,8.4041779232377,18911297,17361455,1549842,8.19532367346354,-0.575398162700488,-0.34869294673091,-3.04622289005509,-2.48512408568446,398806,520464,-121658,-0.833288041632981,18621936,16901741,1720195,9.23746596487068,19020742,17422205,1598537,8.4041779232377,2.14159258199577,3.07935141119486,-7.0723377291528,-9.02074275349871
"08","Colorado","Colorado","00","08",,,3190696,3003916,186780,5.85389520029486,3102023,2873103,228920,7.37970027946279,88673,130813,-42140,-1.52580507916793,2.85855391787875,4.55302159372637,-18.4081775292679,-20.6757052642659,3192725,2992843,199882,6.26054545881653,3197105,2853477,343628,10.748098670516,-4380,139366,-143746,-4.48755321169945,-0.136998941229644,4.88407651437177,-41.8318646908867,-41.7520656375219,3179095,2994686,184409,5.80067597854106,3055722,2748741,306981,10.0461036704255,123373,245945,-122572,-4.24542769188445,4.03744188771099,8.94755089693791,-39.9282040256563,-42.2594453646986,3182410,2982443,199967,6.28350841029283,3039491,2669802,369689,12.1628588470899,142919,312641,-169722,-5.87935043679703,4.70207018214563,11.7102691510457,-45.9093995223012,-48.3385568369376,3155812,2950008,205804,6.52142776565904,3120126,2952462,167664,5.37362914190004,35686,-2454,38140,1.14779862375901,1.14373586194916,-0.0831170731409922,22.7478767057925,21.3598406858639,3178874,2966940,211934,6.66695188296233,3190127,3096352,93775,2.93953814377923,-11253,-129412,118159,3.7274137391831,-0.352744577253508,-4.17949897169314,126.002665955745,126.802700181701,3171421,2951964,219457,6.91983183563456,3169483,3079301,90182,2.84532209196263,1938,-127337,129275,4.07450974367193,0.0611456190173603,-4.1352566702638,143.349005344747,143.200299016462,-2029,11073,-13102,-0.406650258521672,3192725,2992843,199882,6.26054545881653,3190696,3003916,186780,5.85389520029486,-0.0635507286095733,0.369982655287965,-6.55486737174933,-6.49544454547485,13630,-1843,15473,0.459869480275465,3179095,2994686,184409,5.80067597854106,3192725,2992843,199882,6.26054545881653,0.428738367365555,-0.0615423453410474,8.39058831185029,7.92786016624096,-3315,12243,-15558,-0.482832431751766,3182410,2982443,199967,6.28350841029283,3179095,2994686,184409,5.80067597854106,-0.104166339346596,0.41050239686056,-7.78028374681823,-7.68412167573218,26598,32435,-5837,-0.237919355366215,3155812,2950008,205804,6.52142776565904,3182410,2982443,199967,6.28350841029283,0.842825871756619,1.09948854375988,-2.83619365998717,-3.64827096021927,-23062,-16932,-6130,-0.145524117303288,3178874,2966940,211934,6.66695188296233,3155812,2950008,205804,6.52142776565904,-0.72547700852566,-0.570688992699549,-2.89240990119566,-2.18276837538277,7453,14976,-7523,-0.25287995267223,3171421,2951964,219457,6.91983183563456,3178874,2966940,211934,6.66695188296233,0.235005065552634,0.507323260039757,-3.42800639760864,-3.65442338309426
"09","Connecticut","Connecticut","00","09",,,1835405,1708270,127135,6.92680906938796,1929927,1731407,198520,10.286399433761,-94522,-23137,-71385,-3.35959036437301,-4.89769820309266,-1.33631202830992,-35.9585935925851,-32.6605085288299,1808530,1685108,123422,6.82443752661001,1896441,1703503,192938,10.173688503887,-87911,-18395,-69516,-3.34925097727701,-4.63557790619376,-1.07983373084755,-36.0302273269133,-32.9207148026733,1757541,1637178,120363,6.84837508769354,1777734,1609996,167738,9.43549484906066,-20193,27182,-47375,-2.58711976136711,-1.13588422114895,1.68832717596814,-28.2434510963526,-27.4190151417938,1739813,1608460,131353,7.5498343787522,1761217,1619518,141699,8.04551625381767,-21404,-11058,-10346,-0.495681875065473,-1.215296014063,-0.682795745400792,-7.30139238809025,-6.16097040174727,1723499,1581391,142108,8.24531955051903,1920970,1851922,69048,3.59443406195828,-197471,-270531,73060,4.65088548856075,-10.2797544990291,-14.60812064439,105.810450700962,129.391314693554,1685753,1545716,140037,8.30708887956895,1917532,1833181,84351,4.39893571528402,-231779,-287465,55686,3.90815316428493,-12.0873602109378,-15.6812120570746,66.0170003912224,88.8431524631316,1822980,1668817,154163,8.4566479061756,1920814,1835658,85156,4.43332878664983,-97834,-166841,69007,4.02331911952578,-5.09336146029756,-9.08889346490468,81.0359810230636,90.7516521590115,26875,23162,3713,0.102371542777946,1808530,1685108,123422,6.82443752661001,1835405,1708270,127135,6.92680906938796,1.48601350267897,1.37451130728713,3.00837776085301,1.50007297127091,50989,47930,3059,-0.0239375610835353,1757541,1637178,120363,6.84837508769354,1808530,1685108,123422,6.82443752661001,2.90115564871602,2.92759858732526,2.54147869361847,-0.349536361209987,17728,28718,-10990,-0.701459291058654,1739813,1608460,131353,7.5498343787522,1757541,1637178,120363,6.84837508769354,1.01896008364117,1.78543451500193,-8.36676741300161,-9.29105535126438,16314,27069,-10755,-0.695485171766832,1723499,1581391,142108,8.24531955051903,1739813,1608460,131353,7.5498343787522,0.946562777233987,1.71172088370302,-7.56818757564669,-8.43490864733135,37746,35675,2071,-0.0617693290499215,1685753,1545716,140037,8.30708887956895,1723499,1581391,142108,8.24531955051903,2.23911806771217,2.30799189501823,1.47889486350036,-0.743573710904206,-137227,-123101,-14126,-0.149559026606649,1822980,1668817,154163,8.4566479061756,1685753,1545716,140037,8.30708887956895,-7.52761961184434,-7.37654278449944,-9.16302874230522,-1.76853793921622
"10","Delaware","Delaware","00","10",,,492381,465367,27014,5.48640179048339,510905,456735,54170,10.6027539366418,-18524,8632,-27156,-5.11635214615846,-3.62572298176765,1.8899361774333,-50.1310688573011,-48.2549361866916,495151,465867,29284,5.91415547984352,490452,427269,63183,12.8826062489296,4699,38598,-33899,-6.96845076908604,0.958095797346121,9.0336532722945,-53.6520899609072,-54.0919332193752,483338,458505,24833,5.13781246250036,471396,398310,73086,15.5041621057455,11942,60195,-48253,-10.3663496432451,2.53332654498553,15.1126007381186,-66.0222203978874,-66.8617212110005,489891,459967,29924,6.10829756006948,462965,394505,68460,14.7872949359023,26926,65462,-38536,-8.6789973758328,5.8159904096422,16.593452554467,-56.2898042652644,-58.6922585466321,490936,458473,32463,6.61247087196702,477155,453070,24085,5.04762603346921,13781,5403,8378,1.56484483849781,2.88816003185548,1.19253095548149,34.785135976749,31.0016001209642,489296,456807,32489,6.63994800693241,488388,468625,19763,4.04657772099233,908,-11818,12726,2.59337028594008,0.185917753916968,-2.52184582555348,64.3930577341497,64.0879890304966,487575,456284,31291,6.41767933138491,486540,465898,20642,4.24261109055782,1035,-9614,10649,2.1750682408271,0.212726600073992,-2.06354180528785,51.5889933146013,51.2672077265777,-2770,-500,-2270,-0.427753689360136,495151,465867,29284,5.91415547984352,492381,465367,27014,5.48640179048339,-0.559425306623636,-0.107326769228127,-7.75167326867914,-7.23270956974323,11813,7362,4451,0.77634301734316,483338,458505,24833,5.13781246250036,495151,465867,29284,5.91415547984352,2.44404536783783,1.60565315536363,17.9237305198727,15.1103805950392,-6553,-1462,-5091,-0.970485097569123,489891,459967,29924,6.10829756006948,483338,458505,24833,5.13781246250036,-1.3376444964288,-0.31784888915944,-17.0130998529608,-15.8879800472275,-1045,1494,-2539,-0.504173311897533,490936,458473,32463,6.61247087196702,489891,459967,29924,6.10829756006948,-0.212858702560008,0.325864336613061,-7.82121184117303,-7.62458272648022,1640,1666,-26,-0.0274771349653911,489296,456807,32489,6.63994800693241,490936,458473,32463,6.61247087196702,0.335175435728066,0.364705444531279,-0.0800270860906769,-0.413815513867031,1721,523,1198,0.222268675547494,487575,456284,31291,6.41767933138491,489296,456807,32489,6.63994800693241,0.352971337742911,0.114621595322212,3.82857690709789,3.46338082771626
"11","District of Columbia","District Of Columbia","00","11",,,419464,391835,27629,6.58673926725536,399066,363719,35347,8.85743210396275,20398,28116,-7718,-2.2706928367074,5.11143520119479,7.73014332492941,-21.8349506323026,-25.6360174151547,410775,381060,29715,7.23388716450612,396821,360772,36049,9.08444865569111,13954,20288,-6334,-1.85056149118499,3.51644696223234,5.62349628019913,-17.5705290021915,-20.3706527641132,403110,377564,25546,6.3372280518965,386742,354062,32680,8.45007782966422,16368,23502,-7134,-2.11284977776772,4.23227888359682,6.63782049471561,-21.8298653610771,-25.0039090805827,401023,374506,26517,6.61233894315289,403629,358839,44790,11.0968240636822,-2606,15667,-18273,-4.48448512052936,-0.645642409242151,4.36602487466524,-40.7970529135968,-40.4123296430932,403594,375619,27975,6.93147073544205,421750,396915,24835,5.88855957320688,-18156,-21296,3140,1.04291116223518,-4.30491997628927,-5.36538049708376,12.6434467485404,17.7108026040945,407673,376724,30949,7.59162367878177,419329,397669,21660,5.1653951908883,-11656,-20945,9289,2.42622848789347,-2.77967896329612,-5.26694311097923,42.8855032317636,46.9708202031339,407077,374869,32208,7.9120166454995,414238,393157,21081,5.08910336569798,-7161,-18288,11127,2.82291327980152,-1.72871634181316,-4.65157685097811,52.7821260851003,55.4697571841194,8689,10775,-2086,-0.647147897250762,410775,381060,29715,7.23388716450612,419464,391835,27629,6.58673926725536,2.11526991662102,2.82763869206949,-7.02002355712603,-8.94606015457452,7665,3496,4169,0.896659112609613,403110,377564,25546,6.3372280518965,410775,381060,29715,7.23388716450612,1.90146610106423,0.925935735398502,16.3195803648321,14.1490744102427,2087,3058,-971,-0.275110891256381,401023,374506,26517,6.61233894315289,403110,377564,25546,6.3372280518965,0.520419028335033,0.816542325089585,-3.66180186295584,-4.1605685011241,-2571,-1113,-1458,-0.319131792289168,403594,375619,27975,6.93147073544205,401023,374506,26517,6.61233894315289,-0.637026318528026,-0.296310889491746,-5.21179624664879,-4.60409925208774,-4079,-1105,-2974,-0.660152943339715,407673,376724,30949,7.59162367878177,403594,375619,27975,6.93147073544205,-1.00055681882293,-0.29331818519659,-9.60935732980064,-8.69580700087665,596,1855,-1259,-0.320392966717732,407077,374869,32208,7.9120166454995,407673,376724,30949,7.59162367878177,0.146409647314881,0.49483953060936,-3.90896671634377,-4.04944758173603
